"id"	"mid"	"name"	"avatar"	"rating"	"likes"	"content"	"ctime"	"time"
"13"	"10863693"	"冥小夕"	"http://i0.hdslb.com/bfs/face/516ae37fe2f1a95a04182696e72f192649a96f16.jpg"	"10"	"0"	"超级好看啊！我永远爱白血球！！！"	"1540983278"	"2018/11/2 16:26:58"
"14"	"142572347"	"沉静的TA"	"http://i1.hdslb.com/bfs/face/70f1aaf98dee6dcb23c1907b231798cd7113eb59.jpg"	"10"	"0"	"好"	"1540947832"	"2018/11/2 16:26:59"
"15"	"228750938"	"比利_黄_仁山大帝"	"http://i2.hdslb.com/bfs/face/3098b8a7d7c0e7a356a30c328fc4a4f7700cfee7.jpg"	"8"	"0"	"自从看了这部番我的学考全部过关"	"1540943289"	"2018/11/2 16:26:59"
"16"	"13155643"	"哔哩哗啦哔哔哔"	"http://i2.hdslb.com/bfs/face/2455eca39536bbc186cd7b71c9834e7ea5b4d355.jpg"	"10"	"0"	"不多说，，，，俩字，，，吹爆！"	"1531588142"	"2018/11/2 16:26:59"
"17"	"9799748"	"板烧鸡腿堡啊"	"http://i1.hdslb.com/bfs/face/fb997b6804618714fa05dd160655c60bf9d3f595.jpg"	"10"	"0"	"看完之后真的是满满的感动，像弹幕中我能活到现在真是不容易的调侃也好，热评中的感恩感谢也好。总之啊，我看到了，每个细胞，即使生命短暂，但也是在竭尽全力地让自己成为有用的一份子呢。感谢你们组成了现在的我。"	"1540914685"	"2018/11/2 16:27:00"
"18"	"26248928"	"舞法天女麦迪文"	"http://i2.hdslb.com/bfs/face/15649e2e641dfee05d446af6b894e035be5a91cf.jpg"	"10"	"0"	"看标题的时候，感觉和生物学的内容没什么关系。可是失血性休克那集，血液跑光了了还要升血压，不就是刚学的血压调节嘛，还有中暑那集，也复习了体温调节2333有次做题的时候，题干是培养金黄色葡萄球菌！~"	"1540901362"	"2018/11/2 16:27:00"
"19"	"7445927"	"えんの番犬"	"http://i0.hdslb.com/bfs/face/fecfa344db25271cd01b3af15bae3da8ad5ca1fe.jpg"	"10"	"0"	"新颖的形式介绍身边忽略的事物，贴切真实易接受"	"1540863343"	"2018/11/2 16:27:00"
"20"	"40088798"	"乐宝1998"	"http://i0.hdslb.com/bfs/face/e9abcd44f31e4fbdf83ec2c6831b14d64984d7e4.jpg"	"10"	"1"	"这个番可以说真的很治愈了，几十兆亿的小伙伴陪伴我们一起成长，一起守护一起成长，为了那些为你付出一切的生命，又怎么可以轻言放弃?"	"1540795844"	"2018/11/2 16:27:01"
"21"	"6271732"	"爱吃栗子的年糕君QAQ"	"http://i0.hdslb.com/bfs/face/73632606acaa1bb825802873234069caff630275.jpg"	"10"	"0"	"又能科普涨知识，有趣的番"	"1540842244"	"2018/11/2 16:27:01"
"22"	"38678136"	"江湖人称二哥哥"	"http://i1.hdslb.com/bfs/face/82290c6f1c6be551a7947a0bf4579618b8000b44.jpg"	"10"	"0"	"超好看"	"1540830130"	"2018/11/2 16:27:01"
"23"	"69215012"	"丢了一撇的我"	"http://i2.hdslb.com/bfs/face/5f1e9e29c6c9a1f3ee094cdbe7b9dd8c049eb8c4.jpg"	"10"	"0"	"没的办法，必须五星支持一下。"	"1540824877"	"2018/11/2 16:27:01"
"24"	"14129253"	"dream天火"	"http://i0.hdslb.com/bfs/face/e916ac2b4741c4cc380737f4a72899292e42b814.jpg"	"10"	"0"	"＞(￣▽￣ = ￣︿￣)<"	"1540821819"	"2018/11/2 16:27:01"
"25"	"15156284"	"Tiny_qian"	"http://i1.hdslb.com/bfs/face/09a447c1983daf091babd9e41ea129ba352bdb67.jpg"	"8"	"0"	"很有意思的小番 每天在吃饭的时候看"	"1540819894"	"2018/11/2 16:27:02"
"26"	"15599866"	"老板3x"	"http://i0.hdslb.com/bfs/face/9d298582ea8a20527e486d826b4b23dadd1937f1.jpg"	"10"	"0"	"可以可以"	"1540818767"	"2018/11/2 16:27:02"
"27"	"22952477"	"你也是水果"	"http://i2.hdslb.com/bfs/face/6412f3dfdd009bc4a87712c8f36cc8e73f61e15d.jpg"	"6"	"0"	"很有新意，但是过于温情了，让人看着想睡觉。不适合我"	"1540774261"	"2018/11/2 16:27:02"
"28"	"8027591"	"我有一锅大米饭"	"http://i2.hdslb.com/bfs/face/9478dd40b4e9e3d8978ff1bb3f29516cce22c83d.jpg"	"6"	"1"	"中规中矩"	"1540740254"	"2018/11/2 16:27:02"
"29"	"3633687"	"lhr的鱼丸"	"http://i2.hdslb.com/bfs/face/d9118b7b860ebac74c622600c032383c5aa2163d.jpg"	"10"	"1"	"真正的正能量番"	"1540734447"	"2018/11/2 16:27:02"
"30"	"26629836"	"elderdriver"	"http://i1.hdslb.com/bfs/face/7e01487254c2441db2fcfdc5230993087bf079fd.jpg"	"10"	"1"	"真的是好棒啊。一部搞笑番却看得我心里暖暖的"	"1540710305"	"2018/11/2 16:27:02"
"31"	"6157368"	"須彌三千"	"http://i2.hdslb.com/bfs/face/522333d7c9b9890f7a9f876451cf0a2e5887511d.jpg"	"10"	"0"	"很不错的动漫，从里面也学到了很多原来还有这么多细胞为了让我活下去从而每天的认真工作啊！"	"1540748030"	"2018/11/2 16:27:03"
"32"	"14522789"	"一根很逊的萝卜"	"http://i0.hdslb.com/bfs/face/8bde277f54b4491beccaf3512621f9cfc9b30cc0.jpg"	"10"	"0"	"本来计划给我周边的初中小朋友们推荐这部剧……直到我看到这有点暴力的画面，我………"	"1540741879"	"2018/11/2 16:27:03"
"33"	"24435414"	"荀芸子"	"http://i2.hdslb.com/bfs/face/fafca2dffdc1bb588a3e1b2de8857e092f409b88.jpg"	"10"	"0"	"请一定为了身体里那些可爱的细胞伙伴们，好好活着，每天健康开心的度过，因为到最后不管你是否放弃自己糟蹋自己，他们都会毫无条件全心全意的去保护你，拯救你，坚守你——细胞们的家园，直到他们存在的最后一天！"	"1540732959"	"2018/11/2 16:27:03"
"34"	"29369829"	"ZERO-式"	"http://i1.hdslb.com/bfs/face/fd8d55c6850810b90e31542325c1361d6141e51b.jpg"	"10"	"0"	"比较，神奇的，科普番？_(•̀ω•́ 」∠)_"	"1540723777"	"2018/11/2 16:27:03"
"35"	"179471519"	"只有小象才能统治世界"	"http://i2.hdslb.com/bfs/face/d8fbf159661b34fdce1c1b56b8dfd5e0f2650be0.jpg"	"10"	"0"	"好看好看！！！"	"1540714729"	"2018/11/2 16:27:03"
"36"	"16781584"	"不信耶稣不信佛"	"http://i2.hdslb.com/bfs/face/d168ab36f5748fd403fc8b7335b1ac1d7a5085c1.jpg"	"10"	"0"	"制作水准一直保持到最后，对于故事的叙述也很好"	"1540706908"	"2018/11/2 16:27:04"
"37"	"24072326"	"Angel丶也会哭灬"	"http://i2.hdslb.com/bfs/face/ffe607e70fdface57bd835d18c9c015dde0eea76.jpg"	"10"	"0"	"有趣"	"1540698860"	"2018/11/2 16:27:04"
"38"	"38861379"	"我头像是我的媳妇"	"http://i1.hdslb.com/bfs/face/0bf8285bb7392a11f2d0ae9160554a04f6e9b0dc.jpg"	"10"	"0"	"完结撒花"	"1540696785"	"2018/11/2 16:27:04"
"39"	"18137890"	"夜飞啊飞"	"http://i1.hdslb.com/bfs/face/01c2dd54d68470ee8c44a8f92b515797b883d5b6.jpg"	"10"	"0"	"谢谢你们，工作细胞们！因为有你们，我才能生活的这么好，时间最美好的事物一直存在于自己身体里！啊～   活着真好！"	"1540685948"	"2018/11/2 16:27:04"
"40"	"4940467"	"守护芙音"	"http://i1.hdslb.com/bfs/face/17190293272c1a69b79fd90f56da84df172ae810.jpg"	"8"	"1"	"宅系数比较低的一部番，年龄段比较广，适合入宅观看，就内容而言，是较为轻松的日常，不过连着看会感觉有点乏味，中间有两三个星期没跟补，结果被B站锁了，13集是百度云补完的，科普知识的话，或多或少能学到一点"	"1540663663"	"2018/11/2 16:27:04"
"41"	"139036793"	"血小板既正义"	"http://i0.hdslb.com/bfs/face/a56c0d71906ae520a7a6c8ea7cfa3df2c93eb86b.jpg"	"10"	"1"	"很好的一部番 推荐初一生物刚学到细胞的同学们看"	"1540630669"	"2018/11/2 16:27:04"
"42"	"1297797"	"夕阳下的呵呵哒"	"http://i0.hdslb.com/bfs/face/6d8cbf8a1be6a2d9c35e8ff17396a5c1d26ed946.jpg"	"10"	"0"	"人生"	"1540684347"	"2018/11/2 16:27:04"
"43"	"14327218"	"沉沦風叶"	"http://static.hdslb.com/images/member/noface.gif"	"10"	"0"	"好看，还有科普"	"1540668155"	"2018/11/2 16:27:04"
"44"	"176016047"	"路路路口"	"http://i2.hdslb.com/bfs/face/cf1ebd823a4697e433178ae440307c7c6a3ed59d.jpg"	"10"	"0"	"很好的一部番，以人体中的细胞为主角，是前所未有的，让人感觉耳目一新，剧情也很不错。红细胞是个路痴，白细胞面冷心热，血小板萌的出血，让人欲罢不能。而且我身体里的细胞都在撒狗粮，我却还是个单身狗？！！！！"	"1540655450"	"2018/11/2 16:27:05"
"45"	"3485077"	"逐风御策"	"http://i2.hdslb.com/bfs/face/687408738a28e63aa9966bb5fd39d022a4d78996.jpg"	"10"	"0"	"一部很神奇的科普番，设定异常新鲜的日常番，表现手法优秀的少儿番等等。（香菜和血小板真可爱）"	"1540655381"	"2018/11/2 16:27:05"
"46"	"45020374"	"TMD007"	"http://i1.hdslb.com/bfs/face/8ebedd630f413c8af3264452e40412122532adf9.jpg"	"10"	"0"	"巨好看"	"1540653416"	"2018/11/2 16:27:05"
"47"	"19437317"	"琪露诺是勇者"	"http://i0.hdslb.com/bfs/face/efa8925b04904fd1e79687a1d42c71fd61adad6d.jpg"	"10"	"0"	"牵手吧，如果说这就是命运的话"	"1540652990"	"2018/11/2 16:27:05"
"48"	"14222585"	"笑露孤独"	"http://i0.hdslb.com/bfs/face/327d107c3cad78532c52dcd7c5c82d74d2862b71.jpg"	"10"	"0"	"总之，感谢陪伴。  作为一个理科生，工作细胞教会了很多知识，也明白了一些道理。 感谢陪伴。"	"1540647024"	"2018/11/2 16:27:05"
"49"	"3802000"	"遗忘の神话"	"http://i1.hdslb.com/bfs/face/2ea1cba51776ff134f9d572b055b7f82070fc698.jpg"	"10"	"0"	"超级好看！科普番好棒！"	"1540645012"	"2018/11/2 16:27:05"
"50"	"162117294"	"暮至夜"	"http://i0.hdslb.com/bfs/face/4f27dae877b7e58a0480c46500486e5563360975.jpg"	"10"	"0"	"看了第一集，好的，充会员去了"	"1540643177"	"2018/11/2 16:27:05"
"51"	"57751032"	"旅程视频设计"	"http://i2.hdslb.com/bfs/face/d3ca4f255d72671810b52286dab5385efd1cc042.jpg"	"10"	"0"	"工作细胞新颖独特，第一次看动画学医学知识，早点出第二季吖。"	"1540642278"	"2018/11/2 16:27:05"
"52"	"13850982"	"氪命玩家麟翀"	"http://i0.hdslb.com/bfs/face/ee49657abe147a84b72e56271c35e5d4c338449c.jpg"	"10"	"0"	"这是我看过的第二部科普番，第一部是蓝猫淘气三千问 (｀・ω・´)"	"1540623750"	"2018/11/2 16:27:05"
"53"	"15341530"	"WalseLau"	"http://i1.hdslb.com/bfs/face/43cd9a20d387e38554189b62b6dd78b6f0a0387d.jpg"	"10"	"0"	"非常好的科普类动漫、对于生物学和医学来说都有很大的帮助  支持！"	"1540618208"	"2018/11/2 16:27:05"
"54"	"88103812"	"雏田雏田雏田雏田雏田"	"http://i2.hdslb.com/bfs/face/e85d7ab3425d3dd0f0796bd7f945b47ac27ca82a.jpg"	"10"	"0"	"既有科普小知识 内容也丰富  最后一集也很感人"	"1540612397"	"2018/11/2 16:27:06"
"55"	"84111574"	"真真-o-"	"http://i0.hdslb.com/bfs/face/74accbcf0cc2788c799144a01712de1939f04abf.jpg"	"10"	"0"	"感动～"	"1540612228"	"2018/11/2 16:27:06"
"56"	"3892574"	"HaSaKi喵呜"	"http://i0.hdslb.com/bfs/face/2f7f151f0f01d8d235b27fba34f6078499a3bf5e.jpg"	"10"	"0"	"不错～～～还有科普的效果23333"	"1540612133"	"2018/11/2 16:27:06"
"57"	"20897080"	"NAIMABEの暴走"	"http://i0.hdslb.com/bfs/face/f97badd925ca0d1c5eda256a0720c67e98458f81.jpg"	"10"	"0"	"最有意思的教育向动漫了……看完后你会感觉生物老师弱爆了啊23333强烈推荐！！！"	"1540599379"	"2018/11/2 16:27:06"
"58"	"140462390"	"柒情欸"	"http://i1.hdslb.com/bfs/face/e360b38f1346a0637e86cb0c8cf6f4cfe0cce667.jpg"	"10"	"1"	"这部番诠释了几种比较常见的病症，以及对癌细胞的科普还是很好评的，就是集数少了一点！希望出2"	"1540595986"	"2018/11/2 16:27:06"
"59"	"200432491"	"番茄炒西红柿emm"	"http://i0.hdslb.com/bfs/face/38c1399824ea7c2ae9fc5c10148a4856925ce35b.jpg"	"10"	"1"	"我们所在的世界不也是一个身体，我们不也是这些所谓的细胞吗"	"1540534502"	"2018/11/2 16:27:06"
"60"	"126217351"	"殇冰Z"	"http://i1.hdslb.com/bfs/face/dcd077b0c0bd6f85491f1dee54fceff5798c43b7.jpg"	"10"	"19"	"最后一集被弹幕“她虽然总是迷路，但是她的心从来没有迷失方向”这句话泪目了，各位，要爱惜自己的身体啊。             我感觉我是不是应该去献个血。。。"	"1539006449"	"2018/11/2 16:27:06"
"61"	"180715297"	"情纯小仙女"	"http://i1.hdslb.com/bfs/face/037d649dcd5e5367e2bdc851c60f67efa2184c9f.jpg"	"10"	"0"	"好好爱护身体吧"	"1538573007"	"2018/11/2 16:27:07"
"62"	"57797379"	"清苔上身"	"http://i1.hdslb.com/bfs/face/b80cf1be656ec27b77ad1a43237dd7f786caaaa4.jpg"	"10"	"0"	"千言万语也表达不了我喜欢这部番"	"1540573112"	"2018/11/2 16:27:07"
"63"	"32956707"	"我还能说什么额"	"http://i0.hdslb.com/bfs/face/b0e3033fcb94ab5efc8c6341fc2eddf651fdc4fa.jpg"	"10"	"0"	"good job"	"1540570819"	"2018/11/2 16:27:07"
"64"	"25735149"	"Ryan老S"	"http://i2.hdslb.com/bfs/face/a993e4652f872539384377627dc1e5b302ec71a9.jpg"	"10"	"0"	"作为一部非常具有教育意义的动画，真的炒鸡好看......狗粮真好吃，血小板酱赛高！！！！！"	"1540563275"	"2018/11/2 16:27:08"
"65"	"12282655"	"哦呀君"	"http://i0.hdslb.com/bfs/face/0cd0912d89674785eb6a23f18f2569c89de12e87.jpg"	"10"	"0"	"好看呐"	"1540563255"	"2018/11/2 16:27:08"
"66"	"18604991"	"咲咲菌"	"http://i0.hdslb.com/bfs/face/a4c8eda6b01aa89c28ecf2fd1cdc18d8584dc281.jpg"	"10"	"0"	"为我身体里的细胞献上5颗星"	"1540562356"	"2018/11/2 16:27:08"
"67"	"8796182"	"fz219"	"http://i0.hdslb.com/bfs/face/f45836ee800c326631b6d386a4cfef4f9b8cebbe.jpg"	"10"	"0"	"血小板太萌了! 高考党表示番补完生物可以提20分5⭐"	"1540552125"	"2018/11/2 16:27:08"
"68"	"7811588"	"主角总受萌萌萌"	"http://i1.hdslb.com/bfs/face/a6a711bbc7db31408eba9aee858afd5504d0c065.jpg"	"10"	"0"	"超有趣"	"1540549187"	"2018/11/2 16:27:08"
"69"	"8930371"	"2223192711"	"http://i1.hdslb.com/bfs/face/60dca48191b7c7305d11be6af6a087ac8ea54df3.jpg"	"10"	"0"	"很棒！"	"1540531480"	"2018/11/2 16:27:08"
"70"	"3440658"	"山间有小溪"	"http://i0.hdslb.com/bfs/face/711b3d7bedb3d415c4ebc3a9084fd0d35691cf26.jpg"	"8"	"0"	"把人体里的细胞都拟人化感觉很有意思啊！各位，我喜欢树突细胞!开始对人体机能产生了兴趣，上大学之后生物就已经被我忘光了，不过生物果然很有趣啊。"	"1540531365"	"2018/11/2 16:27:08"
"71"	"34494277"	"ATP水解酶"	"http://i0.hdslb.com/bfs/face/69c3210d7662888c3447172c071a82904616c22d.jpg"	"10"	"0"	"啊啊啊啊啊啊最后一集赚足眼泪！！！13集短小精悍，情节很棒！超爱！"	"1540099546"	"2018/11/2 16:27:08"
"72"	"3931828"	"joongly"	"http://i2.hdslb.com/bfs/face/ae1c88d4f031e0836e0dfe0d748791c7cfdf3dda.jpg"	"10"	"0"	"语死早只能说真的超棒啊啊啊啊！"	"1540500365"	"2018/11/2 16:27:09"
"73"	"27656345"	"筱筱筱筱筱筱雨"	"http://i0.hdslb.com/bfs/face/d6554d404c5e9274dad81df510ce199caba69776.jpg"	"10"	"0"	"55555趁着大会员还在看完惹"	"1540482488"	"2018/11/2 16:27:09"
"74"	"34644747"	"豪子里昂"	"http://i2.hdslb.com/bfs/face/d841797ad3c17109e6a2856d5074d13a2e421624.jpg"	"10"	"0"	"这番怎么烁呢。？"	"1540478943"	"2018/11/2 16:27:09"
"75"	"6116162"	"☆群星流转之时★"	"http://static.hdslb.com/images/member/noface.gif"	"10"	"0"	"好看"	"1540467988"	"2018/11/2 16:27:09"
"76"	"665900"	"azalixu"	"http://i2.hdslb.com/bfs/face/0cbd2b856bc8ed9862d7075c5fe1b30f714778ed.jpg"	"10"	"0"	"很好的科普呀"	"1540466055"	"2018/11/2 16:27:09"
"77"	"6789338"	"MSP430E"	"http://static.hdslb.com/images/member/noface.gif"	"10"	"0"	"我也要好好工作才行呢"	"1540457673"	"2018/11/2 16:27:09"
"78"	"8070434"	"妮可妮可妮可妮可妮"	"http://i2.hdslb.com/bfs/face/dddb1e9dcc6a87c9635752d13cfb34489b59df99.jpg"	"10"	"0"	"5星就完事了"	"1540453355"	"2018/11/2 16:27:10"
"79"	"4328006"	"吾王ZhangQL"	"http://i2.hdslb.com/bfs/face/e8833b53124af5a9078d33d2223e5fe81a3832c8.jpg"	"10"	"0"	"我永远喜欢白细胞！！！！！！"	"1540445024"	"2018/11/2 16:27:10"
"80"	"186640716"	"阿尔托莉雅ー潘德拉贡"	"http://i1.hdslb.com/bfs/face/02632ff673dddaa2f7e66b4c352c85b209a81539.jpg"	"10"	"0"	"血小板是要萌死我吗？"	"1540442702"	"2018/11/2 16:27:10"
"81"	"24876851"	"冥帝残月"	"http://i0.hdslb.com/bfs/face/52b44992d1e437f81e256c443b190cebee7b93ee.jpg"	"10"	"0"	"很好看，值得一看"	"1540439723"	"2018/11/2 16:27:10"
"82"	"1907262"	"Wedneston"	"http://i1.hdslb.com/bfs/face/2c561ac48180f5b5a336b665cb3203f30e389a64.jpg"	"10"	"0"	"一部非常优秀的以拟人与科普为主要看点的轻松的番剧，虽然经常会有危机但是也有机会被化解，就像我们的生活一样。  不可以一蹶不振，要快乐，健康第一。"	"1540399690"	"2018/11/2 16:27:10"
"83"	"56295141"	"水寒2013"	"http://i2.hdslb.com/bfs/face/775fa8e960d8737a09821c1ab43c9326fb73a09d.jpg"	"10"	"0"	"爱死了，超级好看"	"1540395829"	"2018/11/2 16:27:10"
"84"	"6482102"	"泉此方QAQ"	"http://i1.hdslb.com/bfs/face/42e66f1831397a5a19e7f019448f920c8c6192e6.jpg"	"10"	"0"	"有趣还能科普，重要的是还有香菜！"	"1540395611"	"2018/11/2 16:27:11"
"85"	"3972348"	"剑神秦夕颜"	"http://i1.hdslb.com/bfs/face/84ab2b4a0d3108d033da020d0bcadc08335c08a2.jpg"	"10"	"0"	"2018年7月新番最大的黑马"	"1540386797"	"2018/11/2 16:27:11"
"86"	"10345494"	"想不到有什么昵称改了"	"http://i0.hdslb.com/bfs/face/24293afc0b70e281d1ef0e33f335ed7b31ef8933.jpg"	"10"	"0"	"一直存着等完结看，现在看完了，觉得果然自己爱惜自己才最重要！毕竟我体内有那么多可爱的细胞啊～"	"1540383777"	"2018/11/2 16:27:11"
"87"	"40235829"	"下一个僵尸SAMA"	"http://i2.hdslb.com/bfs/face/f49181e1cf3f73fda788409aad45aa51f6192d40.jpg"	"10"	"0"	"非常好看"	"1540374519"	"2018/11/2 16:27:11"
"88"	"19320201"	"chenyiran1036"	"http://i0.hdslb.com/bfs/face/5724ddfcd3f524393e26d723bc54c062460dd077.jpg"	"10"	"0"	"动漫很好看！！！很新颖的题材，画面也很好！！"	"1540369489"	"2018/11/2 16:27:11"
"89"	"1479710"	"火洣"	"http://i1.hdslb.com/bfs/face/0a269733a98a1b5f8bd3859342ec8c37817cb175.jpg"	"10"	"0"	"满分！！！！！！"	"1540361385"	"2018/11/2 16:27:11"
"90"	"65710597"	"悲催光环7"	"http://static.hdslb.com/images/member/noface.gif"	"10"	"0"	"起先是由血小板的cos知道这部剧，第一集看完就为了这部剧专门开了会员，看过之后绝不后悔，话说……血小板是你们的，巨噬细胞我就抱回家啦"	"1540361029"	"2018/11/2 16:27:12"
"91"	"67286618"	"西住美穗ヨ"	"http://i0.hdslb.com/bfs/face/a644a137cbc88425ffaff3e70132912cf83677c7.jpg"	"10"	"0"	"非常有教育意义的番剧！"	"1540360313"	"2018/11/2 16:27:12"
"92"	"1838763"	"Rie-离"	"http://i2.hdslb.com/bfs/face/d284e4066f58e88edf53c87a8abc8f9a490cb70f.jpg"	"10"	"0"	"多谢款待"	"1540357451"	"2018/11/2 16:27:13"
"93"	"2237919"	"柠檬青柠檬"	"http://i0.hdslb.com/bfs/face/41e3bca94763961f6586f8e07e3d67a4d32ec493.jpg"	"10"	"0"	"还不错"	"1540345228"	"2018/11/2 16:27:13"
"94"	"70907012"	"浪一小"	"http://i1.hdslb.com/bfs/face/d47fa0975d03bcf00b1b3f3bd4d94618785c1a68.jpg"	"10"	"0"	"血小板可爱"	"1540342782"	"2018/11/2 16:27:13"
"95"	"5015780"	"烟酒萝莉"	"http://i2.hdslb.com/bfs/face/cec132b670d19457e69fbbd1cf26e754b78240f9.jpg"	"10"	"21"	"感谢我身体里的每一个细胞(๑•̀ㅂ•́)و但为什么那么多勤劳的细胞会构成一个如此懒惰的我QAQ"	"1538539159"	"2018/11/2 16:27:13"
"96"	"1327858"	"_夢毒_"	"http://i0.hdslb.com/bfs/face/9a2810bbeaba0db358d4f35631bed096e6e1bd77.jpg"	"10"	"0"	"除去一些设计的有点尴尬的地方，其他都蛮好的。五星好评"	"1540317867"	"2018/11/2 16:27:13"
"97"	"46148735"	"初璃北兮"	"http://i0.hdslb.com/bfs/face/9ce7e83ae52041ebb954ee6e807bdebf99d7ed41.jpg"	"10"	"0"	"想看第二季"	"1540310814"	"2018/11/2 16:27:13"
"98"	"35485955"	"评论区的脑洞君"	"http://i0.hdslb.com/bfs/face/be9a957f1e87a132265aa1a79a7a8f76c0f4250d.jpg"	"10"	"0"	"最后一集为我们老乡长脸了，重点是东北人很热情的哦。这部番也写出来了这点。不错5星"	"1540307240"	"2018/11/2 16:27:13"
"99"	"33530825"	"henryox"	"http://i1.hdslb.com/bfs/face/e1aa84ea5063b0acf7f322323d56cf132577d1a3.jpg"	"10"	"0"	"有2吗。。"	"1540307137"	"2018/11/2 16:27:14"
"100"	"4198172"	"家常"	"http://i0.hdslb.com/bfs/face/f936da176f4224eae2d4ceb2d921f99389d0d491.jpg"	"10"	"0"	"长知识，角色萌，让人能很形象的学到一些基础的知识，对于厌烦了死板的书本学生来说是一个提升兴趣的番，对其他人也能凭借着优秀的表现而喜欢，是一个很好的番剧，能做到这些作为一部科普、子供番已经大大超出了。"	"1540304938"	"2018/11/2 16:27:14"
"101"	"65785919"	"沉默的断章"	"http://i2.hdslb.com/bfs/face/b2ac9758bd9040b7dd992674ac92dffaf880b448.jpg"	"10"	"0"	"血小板就是正义，身体里的故事，科普向，剧情有趣"	"1540303927"	"2018/11/2 16:27:14"
"102"	"38631847"	"大葡萄媛子"	"http://i0.hdslb.com/bfs/face/e893c6712fff89607f6e860e30a56e33987cedf9.jpg"	"10"	"0"	"挺好看的 可以了解很多知识 以后说到这些细胞的时候都会想到这些人物 挺好的"	"1540302210"	"2018/11/2 16:27:14"
"103"	"45616664"	"狍子鹿鹿鹿"	"http://i2.hdslb.com/bfs/face/939111be02545c38158708ace9cb0181aab972bd.jpg"	"10"	"0"	"感觉有点教育意义"	"1540301494"	"2018/11/2 16:27:14"
"104"	"121330676"	"梦-二次元"	"http://i1.hdslb.com/bfs/face/eee80a2f30b2fbde7c7afb0030b9bec773ce6da5.jpg"	"10"	"0"	"近年来少有看哭我的番"	"1540298001"	"2018/11/2 16:27:14"
"105"	"7738477"	"月寒曰暖"	"http://i2.hdslb.com/bfs/face/815407177147bc14310827b5883928dd750bde6f.jpg"	"10"	"0"	"啊，血小板好可爱！！！！"	"1540281128"	"2018/11/2 16:27:15"
